Temperature (C),Humidity,month
26.11111111,0.39,8
25.91111111,0.4,8
23.88888889,0.48,8
21.11111111,0.59,8
18.24444444,0.72,8
17.24444444,0.75,8
16.17777778,0.81,8
17.79444444,0.74,8
16.66666667,0.78,8
16.18888889,0.81,8
13.35,0.95,8
15.55555556,0.93,8
15,0.93,8
14.51666667,0.96,8
15,0.93,8
15,0.93,8
15,0.94,8
15.11666667,0.93,8
15.11666667,0.93,8
16.24444444,0.92,8
17.87222222,0.84,8
19.05,0.73,8
20.91666667,0.67,8
21.06111111,0.63,8
21.11111111,0.63,8
21.21111111,0.61,8
20.07222222,0.67,8
17.89444444,0.77,8
17.48888889,0.79,8
16.16111111,0.86,8
16.16111111,0.81,8
15.16666667,0.87,8
13.87222222,0.93,8
12.75555556,0.96,8
12,0.95,8
12.75,1,8
13.35555556,0.96,8
13.58333333,0.95,8
13.91111111,0.93,8
14.95,0.93,8
14.92222222,0.93,8
14.90555556,0.93,8
13.91111111,0.93,8
14.97222222,0.87,8
16.16111111,0.8,8
17.82777778,0.65,8
18.77222222,0.53,8
19.9,0.49,8
19.95,0.45,8
19.10555556,0.46,8
18.93333333,0.43,8
16.22777778,0.58,8
14.30555556,0.73,8
12.85,0.89,8
12.75555556,0.92,8
12.38333333,0.92,8
17.13888889,0.87,8
16.62222222,0.9,8
19.36111111,0.9,8
16.01666667,0.9,8
16.03888889,0.9,8
16.12222222,0.93,8
17.06111111,0.88,8
17.2,0.87,8
17.78333333,0.9,8
17.85,0.96,8
17.87222222,0.96,8
18.08888889,0.94,8
19.08333333,0.89,8
22.25555556,0.68,8
22.68333333,0.67,8
24.78888889,0.59,8
24.87777778,0.64,8
24.88333333,0.64,8
24.83333333,0.65,8
23.61111111,0.7,8
22.12777778,0.82,8
19.92777778,0.87,8
19.88333333,0.9,8
19.92222222,0.93,8
11.64444444,0.95,8
11.08333333,0.93,8
11.32222222,0.89,8
12.17222222,0.99,8
12.17222222,0.99,8
12.69444444,0.92,8
12.2,0.99,8
12.22222222,0.92,8
12.30555556,0.93,8
12.25,0.93,8
12.3,0.92,8
12.73888889,0.9,8
12.82777778,0.9,8
12.87222222,0.89,8
13.76666667,0.9,8
13.93888889,0.89,8
13.98888889,0.89,8
14.91111111,0.84,8
15.07222222,0.82,8
13.93888889,0.89,8
13.08888889,0.89,8
12.85,0.83,8
12.3,0.8,8
12.71111111,0.85,8
12.22222222,0.86,8
11.66666667,0.86,8
13.46111111,0.78,8
11.11666667,0.86,8
12.77777778,0.77,8
11.11111111,0.85,8
11.16111111,0.86,8
12.71111111,0.77,8
12.78888889,0.78,8
13.88888889,0.77,8
15.94444444,0.68,8
15.28333333,0.75,8
15.01666667,0.83,8
14.99444444,0.83,8
14.09444444,0.88,8
15.13888889,0.82,8
16.16111111,0.77,8
17.06111111,0.73,8
17.22222222,0.72,8
16.11111111,0.72,8
15,0.78,8
15,0.78,8
14.97777778,0.78,8
14.33333333,0.78,8
19.4,0.97,8
19.42222222,0.93,8
15.82777778,0.95,8
19.28333333,0.91,8
18.79444444,0.94,8
17.82222222,0.97,8
17.75555556,1,8
18.77222222,0.93,8
18.76666667,0.93,8
17.71111111,1,8
17.71111111,0.97,8
18.78888889,0.9,8
19.79444444,0.87,8
19.93333333,0.87,8
20.89444444,0.82,8
19.93333333,0.86,8
18.91666667,0.92,8
19.02222222,0.92,8
18.96111111,0.89,8
18.88888889,0.89,8
18.81111111,0.9,8
17.15555556,0.93,8
17.59444444,0.93,8
16.62777778,0.94,8
16.46111111,0.97,8
15.44444444,0.96,8
13.65,0.93,8
14.36111111,0.96,8
13.82777778,0.96,8
13.43888889,0.96,8
13.82777778,0.99,8
14.91111111,0.93,8
15.05555556,0.93,8
16.13888889,0.87,8
16.22777778,0.87,8
17.25555556,0.87,8
17.41111111,0.86,8
17.93888889,0.83,8
19.08333333,0.77,8
20.16111111,0.72,8
22.26666667,0.59,8
22.5,0.55,8
21.22777778,0.62,8
21.10555556,0.67,8
19.05555556,0.73,8
17.25,0.81,8
16.16111111,0.86,8
15.32777778,0.89,8
13.98888889,0.92,8
13.93888889,0.93,8
15.40555556,0.95,8
12.73888889,0.93,8
12.73888889,0.93,8
12.42222222,0.96,8
12.17777778,1,8
13.91666667,0.93,8
17.55555556,0.8,8
19.90555556,0.69,8
21.01666667,0.64,8
22.03888889,0.64,8
22.10555556,0.56,8
23.74444444,0.55,8
24.59444444,0.54,8
22.65,0.54,8
23.75,0.51,8
23.77222222,0.5,8
22.24444444,0.59,8
22.10555556,0.64,8
19.19444444,0.76,8
17.24444444,0.87,8
16.71111111,0.9,8
16.76111111,0.9,8
15.14444444,0.95,8
15.67222222,0.93,8
16.18888889,0.96,8
16.06666667,0.9,8
16.06666667,0.93,8
15.7,0.95,8
16.04444444,0.93,8
17.17777778,0.93,8
17.92222222,0.89,8
19.88333333,0.74,8
20.92777778,0.74,8
22.05,0.65,8
22.17222222,0.64,8
23.66111111,0.59,8
22.2,0.6,8
21.96666667,0.61,8
21.9,0.61,8
20.04444444,0.73,8
18.86666667,0.79,8
18.86666667,0.81,8
17.87222222,0.9,8
17.22222222,0.93,8
17.22222222,0.93,8
16.76666667,0.97,8
16.68888889,0.97,8
17.15,0.97,8
14.93333333,0.96,8
16.62222222,0.97,8
16.06111111,0.97,8
15.67777778,0.96,8
16.13333333,0.93,8
16.18333333,0.99,8
17.19444444,0.94,8
17.77777778,0.9,8
19.88333333,0.79,8
19.93888889,0.79,8
22.62222222,0.67,8
22.16111111,0.68,8
21.12222222,0.78,8
22.2,0.68,8
22.75555556,0.66,8
22.18888889,0.68,8
22.08333333,0.65,8
19.97777778,0.73,8
18.01666667,0.78,8
16.25,0.87,8
15.67222222,0.9,8
15.74444444,0.9,8
15.07222222,0.93,8
15.02777778,0.93,8
15.06111111,0.88,8
14.53888889,0.93,8
13.96111111,0.96,8
13.63888889,0.96,8
14.00555556,0.93,8
16.11666667,0.93,8
17.75555556,0.89,8
20.02777778,0.78,8
21.13888889,0.68,8
21.99444444,0.69,8
22.27222222,0.68,8
22.85,0.7,8
23.9,0.61,8
24.97777778,0.54,8
24.97777778,0.54,8
25.95,0.47,8
24.97777778,0.47,8
23.88888889,0.5,8
21.25555556,0.59,8
20.97222222,0.73,8
18.8,0.83,8
17.7,0.91,8
6.572222222,0.93,11
6.627777778,0.93,12
6.622222222,0.96,12
6.622222222,0.93,12
6.15,0.96,12
6.061111111,1,12
6.061111111,1,12
6.1,0.94,12
6.061111111,1,12
7.15,0.93,12
6.227777778,0.99,12
7.222222222,0.93,12
7.755555556,0.89,12
7.788888889,0.89,12
7.755555556,0.89,12
7.755555556,0.89,12
7.322222222,0.92,12
7.172222222,0.93,12
7.15,0.93,12
7.127777778,0.93,12
7.127777778,0.93,12
6.622222222,0.93,12
6.627777778,0.93,12
6.111111111,0.96,12
9.044444444,0.83,12
2.633333333,0.95,12
8.4,0.93,12
8.355555556,0.96,12
8.361111111,0.96,12
7.805555556,0.96,12
7.127777778,1,12
5.35,0.93,12
6.088888889,0.99,12
7.711111111,0.99,12
8.805555556,0.92,12
8.794444444,0.83,12
7.777777778,0.88,12
9,0.83,12
7.8,0.88,12
7.8,0.83,12
7.372222222,0.85,12
6.183333333,0.85,12
5.05,0.86,12
4.183333333,0.89,12
2.388888889,0.92,12
2.894444444,0.92,12
2.011111111,0.92,12
1.833333333,0.92,12
1.872222222,0.91,12
2.205555556,0.96,12
1.161111111,0.92,12
0.566666667,0.96,12
0.716666667,0.96,12
0.027777778,0.96,12
0.977777778,0.93,12
0.194444444,0.93,12
1.111111111,0.92,12
2.25,0.92,12
3.111111111,0.94,12
6.161111111,0.79,12
6.188888889,0.79,12
7.205555556,0.73,12
7.3,0.72,12
6.111111111,0.79,12
4.05,0.91,12
2.25,1,12
2.7,0.96,12
2.411111111,0.99,12
2.122222222,1,12
2.172222222,0.96,12
1.344444444,1,12
2.122222222,1,12
2.372222222,0.96,12
0.1,0.99,12
1.372222222,1,12
1.372222222,1,12
1.3,0.96,12
1.011111111,1,12
0.766666667,0.93,12
0.672222222,0.99,12
0.766666667,1,12
0.788888889,1,12
0.85,0.99,12
1.972222222,0.93,12
2.044444444,0.93,12
2.127777778,0.99,12
2.138888889,1,12
2.161111111,1,12
2.233333333,0.93,12
2.177777778,0.92,12
2.177777778,0.92,12
2.105555556,0.93,12
1.161111111,1,12
1.672222222,0.96,12
0.95,1,12
1.116666667,0.96,12
0.533333333,0.96,12
0.377777778,0.96,12
-0.483333333,1,12
-0.483333333,0.96,12
-0.922222222,1,12
-1.038888889,1,12
-1.088888889,1,12
-0.994444444,1,12
-1.088888889,0.93,12
-1.088888889,1,12
-1.077777778,1,12
-1.061111111,1,12
0.072222222,0.92,12
0.038888889,0.93,12
0.044444444,1,12
0.094444444,1,12
0.138888889,1,12
0.072222222,1,12
0.05,1,12
0.122222222,1,12
0.05,1,12
0,0.96,12
0.05,0.96,12
-0.022222222,1,12
-0.072222222,1,12
-0.894444444,0.97,12
0.438888889,0.96,12
0.411111111,0.96,12
-0.094444444,0.97,12
-0.138888889,1,12
-1.111111111,1,12
-1.033333333,1,12
-1.111111111,1,12
-1.111111111,1,12
-0.161111111,0.94,12
-0.022222222,1,12
-0.022222222,1,12
0.961111111,0.93,12
1.066666667,0.92,12
0.05,1,12
0.983333333,0.93,12
0.05,1,12
0,0.93,12
-0.838888889,1,12
-1.016666667,1,12
-1.088888889,1,12
-0.972222222,0.97,12
-1.088888889,1,12
-1.088888889,0.96,12
-1.566666667,1,12
-1.6,0.96,12
-1.6,0.96,12
-1.161111111,0.96,12
-1.111111111,0.93,12
-1.133333333,0.93,12
-2.122222222,1,12
-2.15,1,12
-2.2,1,12
-1.188888889,0.99,12
-1.111111111,1,12
-1.111111111,1,12
-0.133333333,0.93,12
-0.072222222,1,12
-0.022222222,1,12
-0.138888889,1,12
-0.072222222,0.93,12
-0.094444444,0.93,12
-1.111111111,1,12
-1.133333333,1,12
-1.133333333,1,12
-1.25,0.97,12
-1.688888889,0.96,12
-1.183333333,0.96,12
-1.744444444,0.99,12
-1.711111111,1,12
-1.205555556,0.96,12
-1.866666667,1,12
-1.205555556,0.93,12
-2.244444444,1,12
-2.238888889,0.99,12
-2.244444444,1,12
-2.244444444,1,12
-1.322222222,0.93,12
-1.155555556,0.93,12
-1.133333333,1,12
-0.25,0.93,12
-0.094444444,0.93,12
-0.094444444,0.93,12
-1,0.99,12
-1.111111111,1,12
-1.161111111,1,12
-1.061111111,1,12
-1.161111111,1,12
-1.111111111,0.96,12
-1.161111111,0.97,12
-1.111111111,0.96,12
-1.622222222,1,12
0.633333333,0.96,12
-1.644444444,1,12
-1.644444444,1,12
-1.766666667,1,12
-2.2,1,12
-2.15,1,12
-2.161111111,1,12
-2.15,1,12
-2.15,1,12
-0.211111111,0.93,12
0,0.93,12
0.022222222,0.93,12
0.15,0.99,12
0.022222222,1,12
0.022222222,1,12
0.255555556,0.99,12
0.072222222,1,12
0.072222222,1,12
0.188888889,0.99,12
1.111111111,0.93,12
0.6,0.96,12
0.677777778,0.99,12
0.6,1,12
1.111111111,0.96,12
2.5,0.87,12
1.183333333,0.96,12
1.133333333,0.96,12
1.127777778,0.96,12
1.133333333,0.96,12
1.133333333,1,12
1.161111111,0.99,12
1.133333333,0.93,12
1.133333333,0.93,12
1.272222222,0.93,12
2.244444444,0.93,12
2.244444444,0.93,12
2.288888889,0.99,12
2.266666667,0.92,12
2.266666667,0.93,12
1.805555556,0.96,12
2.244444444,0.92,12
2.222222222,0.92,12
2.627777778,0.91,12
2.755555556,0.9,12
2.805555556,0.89,12
3.233333333,0.84,12
3.288888889,0.83,12
3.288888889,0.82,12
1.816666667,0.89,12
2.777777778,0.85,12
2.777777778,0.82,12
2.777777778,0.83,12
2.777777778,0.82,12
2.777777778,0.82,12
2.288888889,0.84,12
2.244444444,0.85,12
2.294444444,0.91,12
2.144444444,0.92,12
2.222222222,0.92,12
2.2,0.92,12
2.111111111,0.93,12
2.222222222,0.92,12
2.222222222,0.92,12
1.288888889,1,12
2.222222222,0.92,12
2.222222222,0.92,12
2.305555556,0.92,12
2.222222222,0.92,12
2.222222222,0.89,12
2.177777778,0.9,12
1.688888889,0.89,12
6.111111111,0.96,12
-0.288888889,0.96,12
6.111111111,0.95,12
6.161111111,0.92,12
6.072222222,0.93,12
6.038888889,0.93,12
6.038888889,0.93,12
5.972222222,0.93,12
6.061111111,0.93,12
7.005555556,0.86,12
7.616666667,0.83,12
8.772222222,0.67,12
8.772222222,0.71,12
8.811111111,0.66,12
8.794444444,0.66,12
7.777777778,0.76,12
5.461111111,0.8,12
5.183333333,0.85,12
3.083333333,0.89,12
2.616666667,0.91,12
2.316666667,0.92,12
1.716666667,0.96,12
1.066666667,0.95,12
-0.488888889,0.96,12
1.688888889,0.88,12
-0.127777778,0.92,12
1.622222222,0.85,12
1.6,0.82,12
0.927777778,0.83,12
0.922222222,0.79,12
0.922222222,0.79,12
0.822222222,0.76,12
0.9,0.76,12
1.016666667,0.76,12
1.116666667,0.75,12
1.205555556,0.75,12
2.872222222,0.7,12
3.744444444,0.64,12
3.888888889,0.64,12
2.8,0.67,12
0.472222222,0.79,12
0.05,0.82,12
-1.061111111,0.88,12
-1.9,0.95,12
-1.038888889,0.88,12
-1.038888889,0.92,12
-1.3,0.95,12
-0.9,0.92,12
-0.438888889,0.92,12
1.005555556,0.92,12
-0.394444444,0.92,12
-0.372222222,0.92,12
-0.311111111,0.95,12
-1.95,0.99,12
-2,0.99,12
-1.011111111,0.93,12
0.044444444,0.92,12
0.094444444,0.92,12
0.955555556,0.87,12
2.244444444,0.85,12
2.838888889,0.76,12
3.705555556,0.72,12
3.883333333,0.71,12
2.844444444,0.82,12
1.355555556,0.84,12
1.183333333,0.85,12
1.205555556,0.85,12
1.072222222,0.86,12
1.161111111,0.85,12
0.65,0.92,12
1.055555556,0.9,12
1.138888889,0.92,12
0.627777778,0.92,12
0.683333333,0.92,12
0.627777778,0.92,12
1.138888889,0.92,12
1.083333333,0.92,12
1.161111111,0.92,12
1.161111111,0.92,12
1.083333333,0.96,12
1.138888889,0.99,12
2.2,0.92,12
2.711111111,0.89,12
3.938888889,0.82,12
3.961111111,0.88,12
3.961111111,0.82,12
5.05,0.76,12
4.005555556,0.81,12
2.544444444,0.85,12
0.255555556,0.91,12
0.122222222,0.92,12
-0.666666667,0.92,12
-0.966666667,0.96,12
-0.527777778,0.96,12
-0.294444444,0.96,12
-1.011111111,0.9,12
-1.272222222,0.92,12
-1.777777778,0.99,12
-2.233333333,0.99,12
-2.966666667,0.94,12
-1.661111111,0.95,12
-3.322222222,0.99,12
-2.65,0.92,12
-2.583333333,0.96,12
-2.333333333,0.94,12
-0.694444444,0.94,12
0.227777778,0.89,12
2.222222222,0.92,12
2.777777778,0.91,12
2.65,0.82,12
2.511111111,0.89,12
2.511111111,0.86,12
1.788888889,0.91,12
2.25,0.89,12
2.25,0.89,12
1.688888889,0.92,12
1.694444444,0.94,12
1.694444444,0.94,12
1.15,0.92,12
1.694444444,0.94,12
1.694444444,0.94,12
1.15,0.92,12
1.694444444,0.94,12
1.694444444,0.94,12
1.15,0.93,12
1.427777778,0.94,12
1.427777778,0.94,12
1.133333333,0.96,12
1.716666667,0.94,12
1.983333333,0.92,12
1.75,0.96,12
2.827777778,0.89,12
3.094444444,0.87,12
2.722222222,0.92,12
3.094444444,0.87,12
3.094444444,0.87,12
2.766666667,0.89,12
2.827777778,0.84,12
2.25,0.9,12
2.194444444,0.9,12
2.25,0.87,12
2.25,0.87,12
1.705555556,0.92,12
2.25,0.85,12
2.25,0.82,12
1.938888889,0.9,12
1.955555556,0.85,12
1.694444444,0.91,12
1.15,0.9,12
1.694444444,0.98,12
1.694444444,0.98,12
2.022222222,0.87,12
1.983333333,0.98,12
2.25,0.96,12
2.127777778,0.96,12
2.511111111,0.98,12
3.094444444,0.92,12
3.811111111,0.86,12
3.938888889,0.89,12
3.938888889,0.89,12
2.816666667,0.92,12
3.361111111,0.91,12
3.094444444,0.92,12
1.733333333,0.96,12
3.094444444,0.92,12
3.094444444,0.92,12
2.727777778,0.92,12
0.744444444,0.95,12
0.744444444,0.93,12
1.933333333,0.95,12
-0.9,0.94,12
-0.844444444,0.98,12
-0.961111111,0.98,12
-1.638888889,0.96,12
-1.638888889,0.94,12
-1.016666667,0.87,12
-1.111111111,0.92,12
-0.316666667,0.88,12
0.977777778,0.76,12
0.527777778,0.72,12
2.488888889,0.61,12
1.794444444,0.47,12
3.016666667,0.59,12
2.172222222,0.62,12
0.577777778,0.57,12
-1.694444444,0.81,12
-2.511111111,0.85,12
-2.322222222,0.8,12
-4.733333333,0.92,12
-5,0.92,12
-4.461111111,0.82,12
-5.844444444,0.92,12
-5.844444444,0.92,12
-5.461111111,0.77,12
-3.622222222,0.88,12
-3.305555556,0.86,12
-5.888888889,0.85,12
-3.494444444,0.86,12
-3.761111111,0.88,12
-7,0.85,12
-2.966666667,0.84,12
-2.172222222,0.83,12
-1.072222222,0.78,12
1.983333333,0.63,12
2.777777778,0.67,12
2.272222222,0.67,12
3.888888889,0.65,12
3.066666667,0.74,12
0.2,0.81,12
-0.266666667,0.85,12
-1.638888889,0.9,12
-2.216666667,0.86,12
-3.016666667,0.96,12
-3.016666667,0.94,12
-3.322222222,0.87,12
-4.933333333,0.96,12
-5,0.96,12
-5.094444444,0.92,12
-6.116666667,0.96,12
-6.65,0.96,12
-5.716666667,0.97,12
-7.622222222,0.92,12
-8.594444444,0.92,12
-7.3,0.96,12
-5.605555556,0.98,12
-5.344444444,0.98,12
-5.716666667,0.96,12
-5.005555556,0.96,12
-2.922222222,0.93,12
-2.755555556,0.99,12
-2.755555556,1,12
-2.733333333,1,12
-2.811111111,1,12
-2.8,1,12
-2.777777778,0.92,12
-2.888888889,0.93,12
-3.816666667,1,12
-3.816666667,0.96,12
-4.277777778,1,12
-4.305555556,1,12
-4.305555556,0.96,12
-3,0.96,12
-4.305555556,0.96,12
-4.255555556,0.96,12
-4.3,0.96,12
-3.744444444,0.99,12
-2.727777778,0.92,12
-2.794444444,1,12
-2.15,0.99,12
-1.061111111,0.92,12
-0.105555556,0.93,12
1.116666667,0.92,12
2.177777778,0.92,12
2.094444444,0.93,12
2.266666667,0.85,12
1.25,0.85,12
0.15,0.86,12
-1,0.92,12
-1.116666667,0.92,12
-1.288888889,0.93,12
-1.25,0.92,12
-2.822222222,0.96,12
-2.716666667,0.96,12
-3.4,0.96,12
-2.133333333,1,12
3.944444444,0.85,12
-2.2,1,12
-1.627777778,0.96,12
-2.155555556,1,12
-2.127777778,0.96,12
-2.105555556,1,12
-2.094444444,1,12
-2.061111111,1,12
-0.972222222,0.99,12
-0.022222222,0.93,12
1.227777778,1,12
1.316666667,0.99,12
2.905555556,0.96,12
2.933333333,0.99,12
3.95,0.92,12
3.166666667,0.98,12
3.95,0.92,12
3.927777778,0.92,12
4.005555556,0.92,12
5.016666667,0.86,12
4.505555556,0.89,12
4.45,0.89,12
4.505555556,0.89,12
-3.35,0.96,12
-4.177777778,0.93,12
-2.333333333,0.96,12
-2.361111111,0.96,12
-2.072222222,0.93,12
-2.822222222,0.93,12
-3.861111111,0.93,12
-4.044444444,0.93,12
-3.838888889,0.92,12
-2.288888889,0.89,12
-1.366666667,0.9,12
-0.988888889,0.88,12
0.122222222,0.85,12
1.377777778,0.84,12
2.277777778,0.79,12
2.25,0.79,12
0.655555556,0.82,12
-0.533333333,0.89,12
-1.1,0.91,12
-1.655555556,0.92,12
-2.255555556,0.92,12
-2.777777778,0.92,12
-3.272222222,0.92,12
-3.377777778,0.93,12
-3.355555556,0.88,12
-2.638888889,0.96,12
-4.488888889,0.92,12
-5.072222222,0.93,12
-5.477777778,0.96,12
-5.05,0.93,12
-4.983333333,0.92,12
-4.888888889,0.93,12
-3.888888889,0.93,12
-2.777777778,0.86,12
-2.222222222,0.89,12
-1.161111111,0.89,12
-0.05,0.86,12
0.238888889,0.91,12
2.172222222,0.85,12
1.177777778,0.92,12
0.327777778,0.91,12
0,0.92,12
-2.061111111,0.99,12
-0.827777778,0.92,12
-2.011111111,0.99,12
-1.5,0.96,12
-0.95,0.96,12
-0.672222222,0.93,12
4.555555556,0.85,12
6.272222222,0.94,12
5.066666667,0.82,12
5.622222222,0.82,12
5.688888889,0.8,12
5.155555556,0.86,12
5.116666667,0.86,12
6.166666667,0.8,12
6.183333333,0.79,12
7.222222222,0.79,12
7.894444444,0.82,12
8.005555556,0.82,12
10.06666667,0.77,12
11.97222222,0.72,12
12.17222222,0.72,12
11.05555556,0.8,12
10.78888889,0.81,12
10.91666667,0.8,12
9.805555556,0.83,12
8.711111111,0.89,12
8.6,0.88,12
8.6,0.85,12
8.311111111,0.88,12
7.633333333,0.92,12
7.122222222,0.92,12
5.661111111,0.96,12
7.122222222,0.96,12
7.122222222,0.96,12
6.766666667,0.96,12
6.061111111,1,12
7.15,0.93,12
6.994444444,0.96,12
7.127777778,1,12
7.705555556,0.96,12
7.888888889,0.95,12
7.755555556,0.95,12
8.861111111,0.93,12
9.988888889,0.86,12
10.02222222,0.86,12
8.955555556,0.93,12
8.022222222,0.95,12
7.822222222,0.96,12
7.755555556,0.96,12
7.25,0.99,12
7.127777778,0.93,12
6.594444444,0.96,12
6.061111111,0.95,12
5.466666667,0.96,12
4.883333333,1,12
5.783333333,0.91,12
4.861111111,0.98,12
4.888888889,0.98,12
4.827777778,1,12
5.911111111,0.93,12
4.822222222,1,12
4.861111111,1,12
4.933333333,1,12
7.105555556,0.93,12
8.727777778,0.9,12
11.06666667,0.77,12
12.73333333,0.72,12
13.5,0.7,12
13.93333333,0.69,12
12.86666667,0.76,12
11.34444444,0.79,12
9.994444444,0.86,12
9.95,0.83,12
8.888888889,0.89,12
7.805555556,0.89,12
8.244444444,0.84,12
7.566666667,0.85,12
6.644444444,0.87,12
6.577777778,0.87,12
4.755555556,0.92,12
4.588888889,0.92,12
5.027777778,0.93,12
5.222222222,0.9,12
4.861111111,0.93,12
5.833333333,0.87,12
4.711111111,0.94,12
4.822222222,0.93,12
5.955555556,0.87,12
8.477777778,0.82,12
11.06666667,0.77,12
12.75555556,0.69,12
12.97222222,0.7,12
12.88888889,0.72,12
12.35555556,0.74,12
11.32222222,0.77,12
9.027777778,0.83,12
7.366666667,0.93,12
6.5,0.93,12
6.183333333,0.93,12
7.15,0.89,12
5.655555556,0.93,12
5.111111111,0.93,12
5.088888889,0.93,12
6.422222222,0.87,12
4.444444444,0.92,12
3.955555556,0.92,12
3.055555556,0.96,12
2.911111111,0.96,12
3.883333333,0.92,12
3.966666667,0.93,12
4.972222222,0.93,12
7.172222222,0.86,12
9.9,0.78,12
12.19444444,0.74,12
13.93333333,0.67,12
15.21111111,0.65,12
15.11111111,0.66,12
13,0.72,12
12.35,0.78,12
12.67777778,0.77,12
12.06111111,0.75,12
11.97222222,0.76,12
10.02222222,0.78,12
10.05,0.77,12
8.4,0.84,12
7.777777778,0.86,12
7.244444444,0.86,12
8.194444444,0.89,12
6.638888889,0.86,12
6.638888889,0.86,12
6.627777778,0.87,12
6.15,0.86,12
6.127777778,0.86,12
6.055555556,0.86,12
7.083333333,0.8,12
8.861111111,0.78,12
10.95,0.71,12
12.33333333,0.66,12
13.95555556,0.59,12
14.19444444,0.57,12
14.08888889,0.58,12
12.93333333,0.64,12
11.45555556,0.69,12
11.2,0.71,12
11.10555556,0.67,12
10.02777778,0.72,12
10.06666667,0.71,12
9.027777778,0.74,12
8.955555556,0.75,12
9,0.8,12
-2.144444444,0.86,1
-2.466666667,0.89,2
-2.744444444,0.89,2
-2.188888889,0.88,2
-2.038888889,0.87,2
-2.672222222,0.88,2
-2.605555556,0.88,2
-2.433333333,0.89,2
-2.472222222,0.88,2
-2.405555556,0.88,2
-2.233333333,0.89,2
-2.261111111,0.88,2
-1.172222222,0.81,2
-1.072222222,0.82,2
-0.033333333,0.76,2
-0.033333333,0.76,2
-1.022222222,0.82,2
-2.311111111,0.88,2
-2.311111111,0.88,2
-1.377777778,0.89,2
-2.383333333,0.88,2
-1.922222222,0.88,2
-1.9,0.89,2
-2.383333333,0.88,2
-2.783333333,0.96,2
-1.277777778,0.96,2
-2.805555556,0.96,2
-2.733333333,0.96,2
-2.761111111,0.96,2
-2.711111111,1,2
-2.2,0.96,2
-2.766666667,0.99,2
-2.688888889,1,2
-2.527777778,0.99,2
-2.011111111,0.99,2
-0.883333333,0.92,2
-0.911111111,0.99,2
-0.394444444,0.98,2
0.222222222,0.91,2
0.244444444,0.99,2
0.483333333,0.97,2
0.177777778,0.99,2
0.044444444,0.92,2
-0.077777778,0.93,2
-1.088888889,1,2
-1.038888889,0.96,2
-1.544444444,0.99,2
-1.5,1,2
-1.5,1,2
-4.25,0.93,2
-0.994444444,0.96,2
-1.594444444,0.96,2
-1.805555556,0.98,2
-2.15,0.96,2
-2.127777778,0.96,2
-2.411111111,1,2
-1.038888889,0.99,2
-0.05,0.92,2
0.027777778,0.99,2
0.022222222,0.99,2
0.022222222,0.99,2
0.238888889,0.92,2
0.116666667,0.85,2
1.138888889,0.78,2
0.988888889,0.79,2
-0.972222222,0.88,2
-1.016666667,0.88,2
-1.133333333,0.91,2
-2.127777778,0.95,2
-2.222222222,0.92,2
-3.227777778,0.91,2
-3.288888889,0.88,2
-4.261111111,0.91,2
-3.394444444,0.8,2
-4.35,0.92,2
-3.794444444,0.92,2
-4.661111111,0.91,2
-3.816666667,0.92,2
-3.816666667,0.92,2
-2.922222222,0.86,2
-2.822222222,0.85,2
-2.2,0.88,2
-0.094444444,0.82,2
0.116666667,0.81,2
1.183333333,0.75,2
1.255555556,0.74,2
2.266666667,0.69,2
1.227777778,0.69,2
1.216666667,0.69,2
1.061111111,0.7,2
-0.05,0.82,2
-0.155555556,0.83,2
-1.138888889,0.87,2
-0.627777778,0.8,2
-1.105555556,0.8,2
-1.694444444,0.78,2
-2.783333333,0.78,2
-3.655555556,0.87,2
-3.733333333,0.81,2
-4.238888889,0.84,2
-3.755555556,0.84,2
-4.822222222,0.92,2
-3.822222222,0.84,2
-4.966666667,0.85,2
-2.783333333,0.85,2
-2.2,0.81,2
-1.655555556,0.78,2
-1.038888889,0.75,2
0.116666667,0.69,2
1.077777778,0.64,2
1.138888889,0.64,2
1.138888889,0.59,2
0.255555556,0.62,2
-0.994444444,0.74,2
-2.155555556,0.8,2
-2.816666667,0.84,2
-2.827777778,0.85,2
-3.75,0.91,2
-4.283333333,0.91,2
-4.705555556,0.91,2
-3.711111111,0.88,2
-2.4,0.95,2
-3.733333333,0.91,2
-2.688888889,0.92,2
-2.266666667,0.88,2
-2.711111111,0.91,2
-3.75,0.92,2
-3.561111111,0.92,2
-2.177777778,0.95,2
-1.088888889,0.88,2
0.1,0.82,2
0.994444444,0.76,2
1.088888889,0.75,2
1.972222222,0.7,2
1.155555556,0.69,2
1.083333333,0.75,2
0.244444444,0.8,2
-0.027777778,0.82,2
-0.116666667,0.82,2
-0.072222222,0.85,2
-1.205555556,0.92,2
-1.227777778,0.92,2
-1.616666667,0.95,2
-1.761111111,0.92,2
-2.244444444,0.92,2
-0.894444444,0.96,2
-2.805555556,0.96,2
-2.85,0.96,2
-3.322222222,0.96,2
-3.822222222,0.92,2
-4.861111111,0.92,2
-4.888888889,0.93,2
-4.866666667,0.92,2
-3.827777778,0.92,2
-2.805555556,0.93,2
-2.694444444,0.99,2
-2.066666667,0.99,2
-0.911111111,0.92,2
-0.866666667,0.98,2
-0.866666667,0.98,2
0.244444444,0.9,2
-0.955555556,0.99,2
-0.005555556,0.92,2
0.011111111,0.86,2
-0.005555556,0.85,2
-0.027777778,0.85,2
0.1,0.85,2
0.511111111,0.79,2
0.022222222,0.86,2
3.111111111,0.95,2
